customer_id,customer_key,first_name,last_name,gender,marital_status,birth_date
49,AW00011046,Christine,Yuan,Female,Married,1955-09-19
50,AW00011047,Jaclyn,Lu,Female,Married,1955-08-27
51,AW00011048,Jeremy,Powell,Female,Married,1956-05-21
52,AW00011049,Carol,Rai,Female,Single,1986-01-15
53,AW00011050,Alan,Zheng,Female,Married,1957-03-06
54,AW00011051,Daniel,Johnson,Female,Single,1957-01-31
55,AW00011052,Heidi,Lopez,Female,Single,1957-02-03
56,AW00011053,Ana,Price,Female,Married,1986-02-17
57,AW00011054,Deanna,Munoz,Female,Married,1957-09-07
58,AW00011055,Gilbert,Raje,Male,Married,1957-09-02
59,AW00011056,Michele,Nath,Female,Married,1958-10-01
60,AW00011057,Carl,Andersen,Female,Married,1970-04-07
61,AW00011058,Marc,Diaz,Female,Married,1965-04-23
62,AW00011059,Ashlee,Andersen,Female,Single,1959-09-29
63,AW00011060,Jon,Zhou,Female,Married,1959-09-14
64,AW00011061,Todd,Gao,Male,Married,1976-02-20
65,AW00011062,Noah,Powell,Male,Married,1981-03-01
66,AW00011063,Angela,Murphy,Female,Single,1980-10-04
67,AW00011064,Chase,Reed,Male,Married,1981-06-05
68,AW00011065,Jessica,Henderson,Female,Married,1979-04-08
69,AW00011066,Grace,Butler,Female,Married,1979-05-27
70,AW00011067,Caleb,Carter,Male,Single,1982-03-25
71,AW00011068,Tiffany,Liang,Female,Single,1966-09-19
72,AW00011069,Carolyn,Navarro,Female,Single,1966-09-17
73,AW00011070,Willie,Raji,Male,Married,1960-10-02
74,AW00011071,Linda,Serrano,Female,Single,1960-12-23
75,AW00011072,Casey,Luo,Female,Single,1960-08-05
76,AW00011073,Amy,Ye,Female,Single,1962-02-11
77,AW00011074,Levi,Arun,Male,Single,1962-02-25
78,AW00011075,Felicia,Jimenez,Female,Single,1963-05-16
79,AW00011076,Blake,Anderson,Male,Single,1963-01-10
80,AW00011077,Leah,Ye,Female,Single,1963-03-19
81,AW00011078,Gina,Martin,Female,Single,1985-01-06
82,AW00011079,Donald,Gonzalez,Male,Single,1970-03-07
83,AW00011080,Damien,Chander,Male,Married,1965-01-13
84,AW00011081,Savannah,Baker,Female,Married,1972-01-21
85,AW00011082,Angela,Butler,Female,Single,1972-02-01
86,AW00011083,Alyssa,Cox,Female,Married,1977-03-11
87,AW00011084,Lucas,Phillips,Male,Single,1963-03-12
88,AW00011085,Emily,Johnson,Female,Single,1963-01-16
89,AW00011086,Ryan,Brown,Male,Married,1963-06-22
90,AW00011087,Tamara,Liang,Female,Married,1963-04-02
91,AW00011088,Hunter,Davis,Male,Married,1963-05-25
92,AW00011089,Abigail,Price,Female,Single,1962-08-05
93,AW00011090,Trevor,Bryant,Male,Single,1968-12-13
94,AW00011091,Dalton,Perez,Male,Married,1962-10-02
95,AW00011092,Cheryl,Diaz,Female,Married,1972-11-02
96,AW00011093,Aimee,He,Female,Married,1978-09-06
97,AW00011094,Cedric,Ma,Male,Single,1967-09-29
98,AW00011095,Chad,Kumar,Male,Single,1968-02-29
99,AW00011096,Andrés,Anand,Male,Married,1968-02-07
100,AW00011097,Edwin,Nara,Male,Married,1972-10-23
101,AW00011098,Mallory,Rubio,Female,Single,1966-10-29
102,AW00011099,Adam,Ross,Male,Married,1966-09-05
103,AW00011100,Latasha,Navarro,Female,Single,1966-03-15
104,AW00011101,Abby,Sai,Female,Single,1970-11-05
105,AW00011102,Julia,Nelson,Female,Single,1970-10-19
106,AW00011103,Cassie,Chande,Female,Single,1981-04-12
107,AW00011104,Edgar,Sara,Male,Married,1975-03-08
108,AW00011105,Candace,Fernandez,Female,Single,1970-06-27
109,AW00011106,Jessie,Liu,Male,Single,1970-03-11
110,AW00011107,Bianca,Lin,Female,Married,1976-03-04
111,AW00011108,Kari,Alvarez,Female,Single,1969-01-10
112,AW00011109,Ruben,Kapoor,Male,Single,1980-04-30
113,AW00011110,Curtis,Yang,Male,Married,1967-12-04
114,AW00011111,Meredith,Gutierrez,Female,Married,1967-08-23
115,AW00011112,Crystal,Wang,Female,Married,1968-03-08
116,AW00011113,Micheal,Blanco,Male,Married,1973-02-17
117,AW00011114,Leslie,Moreno,Female,Single,1967-11-25
118,AW00011115,Alvin,Cai,Male,Married,1967-08-12
119,AW00011116,Clinton,Carlson,Male,Married,1979-04-02
120,AW00011117,April,Deng,Female,Married,1966-08-21
121,AW00011118,Alvin,Zeng,Male,Single,1962-12-31
122,AW00011119,Evan,James,Male,Single,1940-10-07
123,AW00011120,Beth,Jiménez,Female,Single,1942-02-06
124,AW00011121,Orlando,Suarez,Male,Married,1966-05-18
125,AW00011122,Byron,Vazquez,Male,Married,1965-09-30
126,AW00011123,Philip,Alvarez,Male,Married,1965-12-18
127,AW00011124,Ross,Jordan,Male,Single,1968-07-23
128,AW00011125,Dana,Navarro,Female,Single,1961-10-06
129,AW00011126,Shaun,Carson,Male,Married,1954-10-05
130,AW00011127,Jan,Edwards,Female,Married,1981-04-19
131,AW00011128,Samantha,Long,Female,Married,1981-06-03
132,AW00011129,Julia,Wright,Female,Single,1981-02-01
133,AW00011130,Caroline,Russell,Female,Married,1985-07-05
134,AW00011131,Amanda,Rivera,Female,Married,1985-09-09
135,AW00011132,Melissa,Richardson,Female,Single,1986-04-25
136,AW00011133,Angela,Griffin,Female,Single,1986-03-08
137,AW00011134,Larry,Townsend,Male,Single,1957-02-22
138,AW00011135,Marcus,Harris,Male,Single,1985-05-02
139,AW00011136,Brianna,Morgan,Female,Single,1984-04-24
140,AW00011137,Jasmine,Taylor,Female,Married,1984-01-17
141,AW00011138,Lauren,Davis,Female,Married,1984-03-14
142,AW00011139,Tanya,Moreno,Female,Single,1949-11-05
143,AW00011140,Javier,Alvarez,Male,Single,1982-08-11
144,AW00011141,Nicole,Ramirez,Female,Married,1982-12-19
145,AW00011142,Eduardo,Patterson,Male,Single,1983-02-11
146,AW00011143,Jonathan,Henderson,Male,Married,1982-08-04
147,AW00011144,Edward,Hernandez,Male,Single,1985-03-08
148,AW00011145,Jasmine,Coleman,Female,Single,1985-06-06
149,AW00011146,Karla,Goel,Female,Single,1945-02-22
150,AW00011147,Ernest,Wu,Male,Married,1944-08-04
151,AW00011148,Ross,Vazquez,Male,Married,1947-02-13
152,AW00011149,Theodore,Gill,Male,Married,1946-10-18
153,AW00011150,Russell,Shen,Male,Single,1946-09-12
154,AW00011151,Melinda,Gill,Female,Single,1947-08-25
155,AW00011152,James,Williams,Male,Single,1981-07-09
156,AW00011153,Angela,James,Female,Married,1981-12-21
157,AW00011154,Megan,Walker,Female,Single,1982-02-18
158,AW00011155,Hunter,Robinson,Male,Single,1981-07-25
159,AW00011156,Maria,Roberts,Female,Single,1981-08-06
160,AW00011157,Hannah,Long,Female,Married,1980-12-08
161,AW00011158,Jason,Wright,Male,Single,1981-04-06
162,AW00011159,Brianna,Hughes,Female,Single,1981-03-16
163,AW00011160,Maurice,Tang,Male,Single,1979-07-08
164,AW00011161,Emily,Wood,Female,Single,1979-10-20
165,AW00011162,Chase,Cox,Male,Single,1979-09-02
166,AW00011163,Gabriel,Wang,Male,Married,1980-06-18
167,AW00011164,Devin,Brooks,Male,Single,1979-11-02
168,AW00011165,Jocelyn,Alexander,Female,Married,1979-01-15
169,AW00011166,Ashley,Martinez,Female,Single,1977-10-22
170,AW00011167,Jasmine,Barnes,Female,Single,1978-01-29
171,AW00011168,David,Rodriguez,Male,Single,1973-11-12
172,AW00011169,Bryce,Richardson,Male,Married,1973-12-20
173,AW00011170,Carol,Howard,Female,Married,1973-08-04
174,AW00011171,Jonathan,Hill,Male,Single,1978-10-05
175,AW00011172,Gabrielle,Adams,Female,Married,1973-05-20
176,AW00011173,Sarah,Thomas,Female,Single,1973-02-28
177,AW00011174,Nicholas,Robinson,Male,Married,1973-01-09
178,AW00011175,Luis,Wang,Male,Single,1968-09-01
179,AW00011176,Mason,Roberts,Male,Married,1979-01-21
180,AW00011177,Jose,Flores,Male,Married,1948-01-01
181,AW00011178,Nathan,Johnson,Male,Married,1954-08-20
182,AW00011179,Molly,Rodriguez,Female,Married,1959-12-08
183,AW00011180,April,Anand,Female,Married,1948-07-01
184,AW00011181,Devin,Martin,Male,Married,1960-02-01
185,AW00011182,Stephanie,Torres,Female,Single,1950-02-22
186,AW00011183,Jasmine,Lee,Female,Single,1950-01-12
187,AW00011184,Meghan,Hernandez,Female,Single,1955-11-13
188,AW00011185,Ashley,Henderson,Female,Single,1950-04-07
189,AW00011186,Sarah,Price,Female,Single,1949-11-18
190,AW00011187,Jennifer,Cooper,Female,Married,1949-08-21
191,AW00011188,Catherine,Morris,Female,Married,1950-03-06
192,AW00011189,Lawrence,Blanco,Male,Single,1950-01-12
193,AW00011190,Carson,Bryant,Male,Married,1949-12-20
194,AW00011191,Kristi,Perez,Female,Single,1951-06-17
195,AW00011192,James,Brown,Male,Married,1951-03-13
196,AW00011193,Ian,Gray,Male,Married,1950-08-13
197,AW00011194,Jacqueline,Price,Female,Married,1950-12-08
198,AW00011195,Megan,Henderson,Female,Married,1951-08-10
199,AW00011196,Alfredo,Romero,Male,Married,1951-12-05
200,AW00011197,Andrea,Morris,Female,Married,1951-12-16
201,AW00011198,Brooke,Sanders,Female,Single,1952-05-25
202,AW00011199,Jacqueline,Bennett,Female,Married,1957-11-02
203,AW00011200,Jason,Griffin,Male,Married,1953-05-21
204,AW00011201,Amanda,Foster,Female,Married,1953-02-14
205,AW00011202,Alexia,Price,Female,Married,1958-08-22
206,AW00011203,Luis,Diaz,Male,Married,1959-08-18
207,AW00011204,Destiny,Rivera,Female,Married,1953-11-29
208,AW00011205,Abby,Fernandez,Female,Married,1954-01-21
209,AW00011206,Blake,Flores,Male,Married,1954-03-24
210,AW00011207,Danielle,Cox,Female,Single,1954-01-16
211,AW00011208,Maria,Reed,Female,Married,1953-08-03
212,AW00011209,Allison,Evans,Female,Married,1953-07-12
213,AW00011210,Edward,Wood,Male,Married,1953-12-06
214,AW00011211,Samantha,Russell,Female,Married,1960-10-08
215,AW00011212,Chloe,Campbell,Female,Married,1955-05-05
216,AW00011213,Stephanie,Murphy,Female,Single,1954-11-11
217,AW00011214,Charles,Miller,Male,Single,1955-05-07
218,AW00011215,Ana,Perry,Female,Married,1961-06-17
219,AW00011216,Jasmine,Torres,Female,Single,1955-11-17
220,AW00011217,Natalie,Adams,Female,Single,1955-08-11
221,AW00011218,Olivia,Brown,Female,Single,1961-09-07
222,AW00011219,Charles,Cook,Male,Married,1956-05-31
223,AW00011220,Erica,Huang,Female,Married,1961-02-19
224,AW00011221,Nathan,Perry,Male,Married,1955-12-08
225,AW00011222,Alexandra,Rivera,Female,Married,1956-02-14
226,AW00011223,Hailey,Patterson,Female,Single,1957-03-15
227,AW00011224,Tiffany,Li,Female,Single,1957-03-05
228,AW00011225,Madison,Lee,Female,Married,1962-02-12
229,AW00011226,Sydney,Ross,Female,Married,1962-09-23
230,AW00011227,Marshall,Chavez,Male,Single,1962-08-08
231,AW00011228,Ashley,Jones,Female,Married,1956-10-16
232,AW00011229,Adrian,Stewart,Male,Single,1957-06-01
233,AW00011230,Amber,Turner,Female,Married,1956-09-30
234,AW00011231,Dennis,Zhang,Male,Married,1963-11-11
235,AW00011232,Hailey,Bryant,Female,Married,1958-03-27
236,AW00011233,Todd,Li,Male,Married,1963-09-06
237,AW00011234,Anna,Griffin,Female,Single,1958-05-19
238,AW00011235,Angel,Stewart,Male,Married,1957-08-07
239,AW00011236,Jeremy,Butler,Male,Single,1957-09-02
240,AW00011237,Clarence,Anand,Male,Single,1964-03-22
241,AW00011238,Mayra,Prasad,Female,Single,1964-02-07
242,AW00011239,Latoya,Goel,Female,Married,1969-10-02
243,AW00011240,Anne,Hernandez,Female,Married,1964-06-09
244,AW00011241,Lisa,Cai,Female,Single,1974-04-06
245,AW00011242,Larry,Munoz,Male,Married,1963-05-11
246,AW00011243,Robin,Alvarez,Female,Married,1963-04-08
247,AW00011244,Alexis,Coleman,Female,Single,1968-11-22
248,AW00011245,Ricky,Vazquez,Male,Married,1962-04-26
249,AW00011246,Latasha,Rubio,Female,Married,1962-04-08
250,AW00011247,Claudia,Zhou,Female,Single,1961-12-04
251,AW00011248,Tristan,Alexander,Male,Married,1966-03-22
252,AW00011249,Cindy,Patel,Female,Married,1966-07-09
253,AW00011250,Shannon,Liu,Female,Married,1966-03-08
254,AW00011251,Xavier,Long,Male,Single,1938-01-01
255,AW00011252,Nicholas,Thompson,Male,Single,1937-12-05
256,AW00011253,José,Hernandez,Male,Married,1949-08-24
257,AW00011254,Johnathan,Vance,Male,Married,1938-08-31
258,AW00011255,Colin,Lin,Male,Married,1938-10-02
259,AW00011256,Katelyn,Hernandez,Female,Married,1939-03-20
260,AW00011257,Jacqueline,Powell,Female,Single,NULL
261,AW00011258,Xavier,Hill,Male,Married,1938-12-26
262,AW00011259,Victoria,Stewart,Female,Married,1970-09-24
263,AW00011260,Katelyn,Kelly,Female,Married,1976-04-08
264,AW00011261,Stephanie,Collins,Female,Married,1970-10-22
265,AW00011262,Jennifer,Simmons,Female,Married,1975-05-01
266,AW00011263,Trinity,Richardson,Female,Married,1970-03-11
267,AW00011264,Eduardo,Martin,Male,Single,1969-12-15
268,AW00011265,Elizabeth,Jones,Female,Married,1970-01-10
269,AW00011266,Taylor,Howard,Female,Single,1969-11-02
270,AW00011267,David,Diaz,Male,Single,1975-09-29
271,AW00011268,Katelyn,Carter,Female,Married,1969-10-31
272,AW00011269,Ryan,Foster,Male,Married,1975-10-10
273,AW00011270,Robert,Lee,Male,Married,1975-05-01
274,AW00011271,Danielle,Reed,Female,Single,1969-12-03
275,AW00011272,Lauren,Martinez,Female,Single,1962-05-10
276,AW00011273,Nathan,Lal,Male,Married,1962-03-31
277,AW00011274,Kyle,Foster,Male,Married,1939-10-10
278,AW00011275,Jenny,Rai,Female,Married,1939-07-18
279,AW00011276,Nancy,Chapman,Female,Married,1974-09-15
280,AW00011277,Charles,Jackson,Male,Married,1968-12-07
281,AW00011278,Jonathan,Phillips,Male,Single,1969-02-16
282,AW00011279,Amanda,Cook,Female,Married,1974-09-08
283,AW00011280,Robert,Collins,Male,Married,1969-02-17
284,AW00011281,Megan,Barnes,Female,Single,1974-10-06
285,AW00011282,Christian,Thomas,Male,Married,1967-07-16
286,AW00011283,Arturo,Lal,Male,Married,1968-04-24
287,AW00011284,Theresa,Serrano,Female,Married,1967-09-24
288,AW00011285,Jeremy,Anderson,Male,Married,1973-03-15
289,AW00011286,Hunter,Griffin,Male,Married,1967-08-31
290,AW00011287,Henry,Garcia,Male,Married,1966-07-16
291,AW00011288,Cindy,Sanchez,Female,Married,1978-03-12
292,AW00011289,Maria,Carter,Female,Married,1972-03-03
293,AW00011290,Katelyn,Sanchez,Female,Married,1972-08-14
294,AW00011291,Jenna,Wright,Female,Married,1972-05-01
295,AW00011292,Seth,Phillips,Male,Single,1967-05-05
296,AW00011293,Luke,Long,Male,Single,1960-11-23
297,AW00011294,Dalton,Clark,Male,Married,1961-03-02
298,AW00011295,Taylor,Lewis,Female,Single,1959-11-13
299,AW00011296,Haley,Richardson,Female,Single,1941-04-05
300,AW00011297,Noah,Coleman,Male,Single,1940-08-01
301,AW00011298,Jon,Luo,Male,Married,1940-08-30
302,AW00011299,Orlando,Vazquez,Male,Married,1941-09-29
303,AW00011300,Fernando,Barnes,Male,Married,1965-08-31
304,AW00011301,Cameron,Rodriguez,Male,Married,1965-12-07
305,AW00011302,Spencer,Russell,Male,Single,1971-12-09
306,AW00011303,Julia,Coleman,Female,Single,1966-04-10
307,AW00011304,Julia,Garcia,Female,Married,1971-03-14
308,AW00011305,Sean,Evans,Male,Married,1965-12-17
309,AW00011306,Micah,Zhou,Male,Married,1965-12-20
310,AW00011307,Hunter,Rodriguez,Male,Married,1965-10-31
311,AW00011308,Ian,Gonzales,Male,Married,1959-09-02
312,AW00011309,Victoria,Lewis,Female,Single,1959-12-10
313,AW00011310,Erin,Sanders,Female,Single,1964-07-05
314,AW00011311,Gabrielle,Lopez,Female,Single,1959-02-21
315,AW00011312,Sara,Richardson,Female,Single,1958-10-01
316,AW00011313,Trevor,Jenkins,Male,Single,1958-08-27
317,AW00011314,Mya,Flores,Female,Single,1970-06-16
318,AW00011315,Hailey,Ward,Female,Single,1959-03-31
319,AW00011316,Luke,Allen,Male,Married,1959-05-17
320,AW00011317,Victoria,Russell,Female,Single,1963-09-14
321,AW00011318,Jessica,Wilson,Female,Single,1958-04-25
322,AW00011319,Jade,Bailey,Female,Married,1948-04-23
323,AW00011320,Morgan,Hill,Female,Married,1942-12-24
324,AW00011321,Terrance,Raman,Male,Married,1944-01-05
325,AW00011322,Sydney,Garcia,Female,Married,1943-09-12
326,AW00011323,Jose,Patterson,Male,Single,1943-12-18
327,AW00011324,Zachary,Anderson,Male,Married,1944-11-10
328,AW00011325,Elijah,Ross,Male,Single,1944-12-29
329,AW00011326,Rafael,Xie,Male,Married,1944-12-23
330,AW00011327,Jaime,Moreno,Male,Married,1945-09-01
331,AW00011328,Julian,Griffin,Male,Married,1945-06-30
332,AW00011329,Andy,Alvarez,Male,Single,1946-01-22
333,AW00011330,Ryan,Thompson,Male,Married,1945-11-10
334,AW00011331,Samantha,Jenkins,Female,Married,1974-01-03
335,AW00011332,Deanna,Ramos,Female,Single,1968-04-02
336,AW00011333,Emily,Miller,Female,Married,1968-01-07
337,AW00011334,Nicole,Brown,Female,Married,1966-09-19
338,AW00011335,Carla,Raman,Female,Married,1977-12-18
339,AW00011336,Shaun,Raji,Male,Married,1973-03-08
340,AW00011337,Jerome,Romero,Male,Married,1967-03-21
341,AW00011338,Frank,Navarro,Male,Married,1972-08-06
342,AW00011339,Dennis,She,Male,Single,1967-01-05
343,AW00011340,Melody,Munoz,Female,Married,1947-04-03
344,AW00011341,Randy,Zeng,Male,Married,1942-02-18
345,AW00011342,Marshall,Wang,Male,Married,1973-03-07
346,AW00011343,Arthur,Carlson,Male,Married,1975-03-09
347,AW00011344,Jessie,Jimenez,Female,Married,1963-01-21
348,AW00011345,Robin,Ramos,Female,Single,1962-09-09
349,AW00011346,Deanna,Gutierrez,Female,Single,1966-05-18
350,AW00011347,Roy,Navarro,Male,Married,1972-06-17
351,AW00011348,Shawn,Rai,Male,Married,1961-03-21
352,AW00011349,Mindy,Luo,Female,Married,1965-08-30
353,AW00011350,Cara,Zhou,Female,Married,1942-07-14
354,AW00011351,Anne,Ramos,Female,Single,1950-04-02
355,AW00011352,Raymond,Rodriguez,Male,Married,1945-09-04
356,AW00011353,Carrie,Ortega,Female,Single,1946-12-09
357,AW00011354,Deanna,Suarez,Female,Married,1947-08-23
358,AW00011355,Roberto,Gutierrez,Male,Married,1948-06-26
359,AW00011356,Terrence,Carson,Male,Single,1985-11-24
360,AW00011357,Ramon,Ye,Male,Single,1984-09-19
361,AW00011358,Cynthia,Malhotra,Female,Single,1984-05-10
362,AW00011359,Jarrod,Prasad,Male,Single,1984-03-03
363,AW00011360,Tyrone,Serrano,Male,Single,1984-01-30
364,AW00011361,Cindy,Ramos,Female,Married,1982-10-26
365,AW00011362,Damien,Shan,Male,Married,1983-05-11
366,AW00011363,Julian,Ross,Male,Single,1983-04-19
367,AW00011364,Jennifer,Collins,Female,Single,1985-03-22
368,AW00011365,Brittney,Sun,Female,Single,1984-12-06
369,AW00011366,Virginia,Patel,Female,Married,1985-04-23
370,AW00011367,Calvin,Nara,Male,Married,1984-08-21
371,AW00011368,Edward,Miller,Male,Single,1984-05-24
372,AW00011369,Ashlee,Tang,Female,Married,1984-02-01
373,AW00011370,Alicia,Xu,Female,Married,1983-09-29
374,AW00011371,Lacey,Jai,Female,Married,1983-11-24
375,AW00011372,Wendy,Romero,Female,Single,1983-11-12
376,AW00011373,Carly,Luo,Female,Married,1954-09-16
377,AW00011374,Jimmy,Ortega,Male,Single,1948-12-25
378,AW00011375,Francisco,Martinez,Male,Married,1948-11-05
379,AW00011376,Lance,Vazquez,Male,Single,1948-12-07
380,AW00011377,David,Robinett,Male,Married,1966-08-23
381,AW00011378,Shannon,Liang,Female,Single,1965-11-19
382,AW00011379,Gary,Vazquez,Male,Married,1976-05-13
383,AW00011380,Mitchell,Kumar,Male,Single,1964-08-29
384,AW00011381,Meredith,Raman,Female,Married,1970-08-18
385,AW00011382,Edward,Patterson,Male,Married,1974-07-15
386,AW00011383,Marie,Gill,Female,Married,1966-02-25
387,AW00011384,Tiffany,Wang,Female,Married,1971-10-13
388,AW00011385,Miguel,Allen,Male,Single,1971-08-08
389,AW00011386,Jaclyn,Cai,Female,Married,1971-11-02
390,AW00011387,Megan,Ramirez,Female,Single,1964-11-29
391,AW00011388,Joseph,Martin,Male,Married,1965-01-20
392,AW00011389,Karl,Shan,Male,Single,1981-04-20
393,AW00011390,Christine,Raji,Female,Single,1976-04-17
394,AW00011391,Lindsay,Xie,Female,Single,1976-06-25
395,AW00011392,Willie,Zhao,Male,Single,1981-02-03
396,AW00011393,Kurt,Pal,Male,Single,1974-07-17
397,AW00011394,George,McDonald,Male,Single,1975-04-22
398,AW00011395,Beth,Gutierrez,Female,Single,1976-04-16
399,AW00011396,Ian,Lopez,Male,Married,1975-04-04
400,AW00011397,Latoya,Shan,Female,Single,1974-12-02
401,AW00011398,Colin,Nath,Male,Single,1975-03-09
402,AW00011399,Brenda,Mehta,Female,Single,1975-02-01
403,AW00011400,Franklin,Raji,Male,Single,1980-04-15
404,AW00011401,Linda,Navarro,Female,Married,1975-02-23
405,AW00011402,Kelli,Cai,Female,Married,1975-05-20
406,AW00011403,Nancy,Schmidt,Female,Single,1980-01-06
407,AW00011404,Megan,Taylor,Female,Single,1957-06-30
408,AW00011405,Bonnie,Goel,Female,Single,1957-08-16
409,AW00011406,Latoya,Xu,Female,Married,1957-12-31
410,AW00011407,Mario,She,Male,Married,1957-09-30
411,AW00011408,Darren,Gill,Male,Married,1964-05-10
412,AW00011409,Jacqueline,Hayes,Female,Single,1979-03-02
413,AW00011410,Maurice,Goel,Male,Married,NULL
414,AW00011411,Devin,Ross,Male,Married,1959-08-12
415,AW00011412,Sydney,Bryant,Female,Single,1959-10-07
416,AW00011413,Megan,Stewart,Female,Married,1959-10-13
417,AW00011414,Ian,Richardson,Male,Single,1959-09-15
418,AW00011415,Randy,She,Male,Single,1949-12-03
419,AW00011416,Katrina,Becker,Female,Married,1950-09-16
420,AW00011417,Lacey,Zheng,Female,Married,1950-08-26
421,AW00011418,Rafael,Hu,Male,Single,1950-08-09
422,AW00011419,Kyle,Scott,Male,Married,1950-08-18
423,AW00011420,Jordan,Turner,Male,Married,1952-01-09
424,AW00011421,Amy,Sun,Female,Married,1952-01-16
425,AW00011422,Dustin,Deng,Male,Married,1952-02-29
426,AW00011423,Jasmine,Stewart,Female,Married,1960-05-04
427,AW00011424,Pamela,Garcia,Female,Married,1964-12-03
428,AW00011425,Ariana,Gray,Female,Married,1965-08-02
429,AW00011426,Kristopher,Mehta,Male,Married,1959-04-01
430,AW00011427,Desiree,Dominguez,Female,Married,1959-06-17
431,AW00011428,Deanna,Perez,Female,Single,1959-02-19
432,AW00011429,Marco,Lopez,Male,Married,1958-01-13
433,AW00011430,Casey,Yuan,Female,Married,1957-09-21
434,AW00011431,Bryant,Garcia,Male,Married,1974-10-20
435,AW00011432,Dominique,Prasad,Female,Married,1957-03-10
436,AW00011433,Maurice,Shan,Male,Married,1957-03-01
437,AW00011434,Andre,Lopez,Male,Married,1962-05-02
438,AW00011435,Robin,Romero,Female,Single,1955-09-03
439,AW00011436,Taylor,Cox,Female,Married,1956-03-17
440,AW00011437,Alfredo,Moreno,Male,Married,1955-06-16
441,AW00011438,Jenny,Nara,Female,Married,1955-04-13
442,AW00011439,Janet,Munoz,Female,Married,1953-11-14
443,AW00011440,Sergio,Weber,Male,Married,1953-03-26
444,AW00011441,Erika,Gomez,Female,Married,1952-12-09
445,AW00011442,Joseph,Harris,Male,Married,1953-05-13
446,AW00011443,Grace,Griffin,Female,Single,1981-11-19
447,AW00011444,Tina,Mehta,Female,Married,1981-10-26
448,AW00011445,Kari,Kim,Female,Single,1980-01-18
449,AW00011446,Bethany,Chander,Female,Single,1980-02-09
450,AW00011447,Jennifer,Roberts,Female,Married,1980-02-13
451,AW00011448,Kyle,Patterson,Male,Single,1980-10-25
452,AW00011449,Alvin,Hu,Male,Married,1980-08-01
453,AW00011450,Brett,Mehta,Male,Single,1981-05-11
454,AW00011451,Ruben,Muñoz,Male,Single,1980-05-08
455,AW00011452,Erika,Rubio,Female,Single,1979-05-05
456,AW00011453,Stanley,Malhotra,Male,Single,1984-08-17
457,AW00011454,Melinda,Navarro,Female,Single,1979-10-20
458,AW00011455,Ross,Sanz,Male,Married,1979-10-19
459,AW00011456,Jon,Gao,Male,Married,1980-01-05
460,AW00011457,Jaime,Gutierrez,Female,Married,1978-11-18
